row_index,school_name,n_category,n_grade
816,Baylor University,Academics,A
817,Baylor University,Value,A-
818,Baylor University,Diversity,A-
819,Baylor University,Campus,B+
820,Baylor University,Athletics,A+
821,Baylor University,Party Scene,B-
822,Baylor University,Professors,A-
823,Baylor University,Location,C
824,Baylor University,Dorms,B
825,Baylor University,Campus Food,B
826,Baylor University,Student Life,A-
827,Baylor University,Safety,C+
828,Bay State College,Academics,C+
829,Bay State College,Value,C-
830,Bay State College,Diversity,B+
831,Bay State College,Campus,C+
832,Bay State College,Athletics,NG
833,Bay State College,Party Scene,NG
834,Bay State College,Professors,C
835,Bay State College,Location,A
836,Bay State College,Dorms,NG
837,Bay State College,Campus Food,B-
838,Bay State College,Student Life,B
839,Bay State College,Safety,A+
840,Bay Path University,Academics,B
841,Bay Path University,Value,B+
842,Bay Path University,Diversity,B+
843,Bay Path University,Campus,B
844,Bay Path University,Athletics,NG
845,Bay Path University,Party Scene,C-
846,Bay Path University,Professors,B
847,Bay Path University,Location,C+
848,Bay Path University,Dorms,B
849,Bay Path University,Campus Food,C
850,Bay Path University,Student Life,B-
851,Bay Path University,Safety,A+
852,Becker College,Academics,C+
853,Becker College,Value,C+
854,Becker College,Diversity,A-
855,Becker College,Campus,C
856,Becker College,Athletics,C+
857,Becker College,Party Scene,B-
858,Becker College,Professors,C-
859,Becker College,Location,B
860,Becker College,Dorms,C+
861,Becker College,Campus Food,C+
862,Becker College,Student Life,C
863,Becker College,Safety,A-
864,Belhaven University,Academics,B
865,Belhaven University,Value,B-
866,Belhaven University,Diversity,A-
867,Belhaven University,Campus,B+
868,Belhaven University,Athletics,B
869,Belhaven University,Party Scene,C
870,Belhaven University,Professors,B+
871,Belhaven University,Location,B-
872,Belhaven University,Dorms,A
873,Belhaven University,Campus Food,B-
874,Belhaven University,Student Life,B+
875,Belhaven University,Safety,A-
876,Bellarmine University,Academics,B
877,Bellarmine University,Value,A
878,Bellarmine University,Diversity,B+
879,Bellarmine University,Campus,A-
880,Bellarmine University,Athletics,A-
881,Bellarmine University,Party Scene,B
882,Bellarmine University,Professors,B+
883,Bellarmine University,Location,A-
884,Bellarmine University,Dorms,B+
885,Bellarmine University,Campus Food,B-
886,Bellarmine University,Student Life,A-
887,Bellarmine University,Safety,A
888,Bellevue College,Academics,C
889,Bellevue College,Value,B-
890,Bellevue College,Diversity,A-
891,Bellevue College,Campus,B+
892,Bellevue College,Athletics,C-
893,Bellevue College,Party Scene,C
894,Bellevue College,Professors,C+
895,Bellevue College,Location,A-
896,Bellevue College,Dorms,NG
897,Bellevue College,Campus Food,NG
898,Bellevue College,Student Life,B-
899,Bellevue College,Safety,A-
900,Bellevue University,Academics,NG
901,Bellevue University,Value,B
902,Bellevue University,Diversity,A-
903,Bellevue University,Campus,B+
904,Bellevue University,Athletics,B-
905,Bellevue University,Party Scene,B
906,Bellevue University,Professors,NG
907,Bellevue University,Location,B
908,Bellevue University,Dorms,NG
909,Bellevue University,Campus Food,A
910,Bellevue University,Student Life,B+
911,Bellevue University,Safety,A+
912,Bellingham Technical College,Academics,C
913,Bellingham Technical College,Value,B
914,Bellingham Technical College,Diversity,C+
915,Bellingham Technical College,Campus,A-
916,Bellingham Technical College,Athletics,NG
917,Bellingham Technical College,Party Scene,NG
918,Bellingham Technical College,Professors,C+
919,Bellingham Technical College,Location,A-
920,Bellingham Technical College,Dorms,NG
921,Bellingham Technical College,Campus Food,NG
922,Bellingham Technical College,Student Life,A
923,Bellingham Technical College,Safety,A+
924,Bellin College,Academics,B-
925,Bellin College,Value,A+
926,Bellin College,Diversity,C-
927,Bellin College,Campus,A
928,Bellin College,Athletics,NG
929,Bellin College,Party Scene,C+
930,Bellin College,Professors,C+
931,Bellin College,Location,B
932,Bellin College,Dorms,NG
933,Bellin College,Campus Food,NG
934,Bellin College,Student Life,B+
935,Bellin College,Safety,A+
936,Belmont Abbey College,Academics,C+
937,Belmont Abbey College,Value,B-
938,Belmont Abbey College,Diversity,B+
939,Belmont Abbey College,Campus,B
940,Belmont Abbey College,Athletics,B
941,Belmont Abbey College,Party Scene,B-
942,Belmont Abbey College,Professors,B-
943,Belmont Abbey College,Location,B
944,Belmont Abbey College,Dorms,B
945,Belmont Abbey College,Campus Food,B
946,Belmont Abbey College,Student Life,B
947,Belmont Abbey College,Safety,A
948,Belmont University,Academics,B
949,Belmont University,Value,B
950,Belmont University,Diversity,B+
951,Belmont University,Campus,A
952,Belmont University,Athletics,B+
953,Belmont University,Party Scene,B-
954,Belmont University,Professors,B+
955,Belmont University,Location,A
956,Belmont University,Dorms,A
957,Belmont University,Campus Food,C
958,Belmont University,Student Life,A-
959,Belmont University,Safety,B+
960,Beloit College ,Academics,A-
961,Beloit College ,Value,A-
962,Beloit College ,Diversity,A
963,Beloit College ,Campus,C+
964,Beloit College ,Athletics,C+
965,Beloit College ,Party Scene,B
966,Beloit College ,Professors,B+
967,Beloit College ,Location,C
968,Beloit College ,Dorms,B
969,Beloit College ,Campus Food,B-
970,Beloit College ,Student Life,B
971,Beloit College ,Safety,C
972,Bemidji State University,Academics,B-
973,Bemidji State University,Value,B
974,Bemidji State University,Diversity,B+
975,Bemidji State University,Campus,B-
976,Bemidji State University,Athletics,B
977,Bemidji State University,Party Scene,B-
978,Bemidji State University,Professors,B
979,Bemidji State University,Location,B
980,Bemidji State University,Dorms,B-
981,Bemidji State University,Campus Food,B-
982,Bemidji State University,Student Life,B-
983,Bemidji State University,Safety,B-
984,Benedictine College,Academics,B
985,Benedictine College,Value,B+
986,Benedictine College,Diversity,B+
987,Benedictine College,Campus,C+
988,Benedictine College,Athletics,B
989,Benedictine College,Party Scene,C
990,Benedictine College,Professors,B-
991,Benedictine College,Location,C-
992,Benedictine College,Dorms,B
993,Benedictine College,Campus Food,C-
994,Benedictine College,Student Life,B
995,Benedictine College,Safety,B+
996,Benjamin Franklin Institute of Technology,Academics,C
997,Benjamin Franklin Institute of Technology,Value,B
998,Benjamin Franklin Institute of Technology,Diversity,B
999,Benjamin Franklin Institute of Technology,Campus,NG
1000,Benjamin Franklin Institute of Technology,Athletics,NG
1001,Benjamin Franklin Institute of Technology,Party Scene,NG
1002,Benjamin Franklin Institute of Technology,Professors,C
1003,Benjamin Franklin Institute of Technology,Location,A
1004,Benjamin Franklin Institute of Technology,Dorms,NG
1005,Benjamin Franklin Institute of Technology,Campus Food,NG
1006,Benjamin Franklin Institute of Technology,Student Life,A-
1007,Benjamin Franklin Institute of Technology,Safety,A
1008,Benedictine University,Academics,B
1009,Benedictine University,Value,B+
1010,Benedictine University,Diversity,A-
1011,Benedictine University,Campus,B-
1012,Benedictine University,Athletics,B-
1013,Benedictine University,Party Scene,C+
1014,Benedictine University,Professors,C+
1015,Benedictine University,Location,B
1016,Benedictine University,Dorms,C-
1017,Benedictine University,Campus Food,B-
1018,Benedictine University,Student Life,B-
1019,Benedictine University,Safety,B+
1020,American International College,Academics,C+
1021,American International College,Value,B
1022,American International College,Diversity,A
1023,American International College,Campus,D+
1024,American International College,Athletics,B+
1025,American International College,Party Scene,B-
1026,American International College,Professors,C
1027,American International College,Location,C
1028,American International College,Dorms,C-
1029,American International College,Campus Food,C
1030,American International College,Student Life,C
1031,American International College,Safety,C
1032,American Jewish University,Academics,A
1033,American Jewish University,Value,A
1034,American Jewish University,Diversity,A-
1035,American Jewish University,Campus,B-
1036,American Jewish University,Athletics,B
1037,American Jewish University,Party Scene,B+
1038,American Jewish University,Professors,B+
1039,American Jewish University,Location,B-
1040,American Jewish University,Dorms,B-
1041,American Jewish University,Campus Food,C+
1042,American Jewish University,Student Life,A-
1043,American Jewish University,Safety,B
1044,American University,Academics,A+
1045,American University,Value,A
1046,American University,Diversity,A
1047,American University,Campus,B-
1048,American University,Athletics,B
1049,American University,Party Scene,A
1050,American University,Professors,A-
1051,American University,Location,A+
1052,American University,Dorms,C+
1053,American University,Campus Food,C+
1054,American University,Student Life,A-
1055,American University,Safety,B-
1056,Bennington College,Academics,B+
1057,Bennington College,Value,B-
1058,Bennington College,Diversity,A
1059,Bennington College,Campus,B-
1060,Bennington College,Athletics,NG
1061,Bennington College,Party Scene,B-
1062,Bennington College,Professors,B+
1063,Bennington College,Location,D+
1064,Bennington College,Dorms,A
1065,Bennington College,Campus Food,B-
1066,Bennington College,Student Life,B
1067,Bennington College,Safety,B+
1068,Bentley University,Academics,A-
1069,Bentley University,Value,A+
1070,Bentley University,Diversity,A-
1071,Bentley University,Campus,B-
1072,Bentley University,Athletics,B+
1073,Bentley University,Party Scene,A-
1074,Bentley University,Professors,B
1075,Bentley University,Location,B+
1076,Bentley University,Dorms,A-
1077,Bentley University,Campus Food,D+
1078,Bentley University,Student Life,A-
1079,Bentley University,Safety,B+
1080,Berea College,Academics,A-
1081,Berea College,Value,A-
1082,Berea College,Diversity,A
1083,Berea College,Campus,C+
1084,Berea College,Athletics,C+
1085,Berea College,Party Scene,C-
1086,Berea College,Professors,A-
1087,Berea College,Location,C-
1088,Berea College,Dorms,B-
1089,Berea College,Campus Food,C+
1090,Berea College,Student Life,C+
1091,Berea College,Safety,B-
1092,Berklee College of Music,Academics,B+
1093,Berklee College of Music,Value,C
1094,Berklee College of Music,Diversity,A+
1095,Berklee College of Music,Campus,B+
1096,Berklee College of Music,Athletics,NG
1097,Berklee College of Music,Party Scene,A
1098,Berklee College of Music,Professors,B
1099,Berklee College of Music,Location,A+
1100,Berklee College of Music,Dorms,B-
1101,Berklee College of Music,Campus Food,B+
1102,Berklee College of Music,Student Life,A+
1103,Berklee College of Music,Safety,A
1104,Berry College,Academics,B+
1105,Berry College,Value,B
1106,Berry College,Diversity,B+
1107,Berry College,Campus,B
1108,Berry College,Athletics,B
1109,Berry College,Party Scene,C-
1110,Berry College,Professors,A-
1111,Berry College,Location,NG
1112,Berry College,Dorms,B-
1113,Berry College,Campus Food,C
1114,Berry College,Student Life,B
1115,Berry College,Safety,B-
1116,Boise State University,Academics,B
1117,Boise State University,Value,B
1118,Boise State University,Diversity,A-
1119,Boise State University,Campus,A-
1120,Boise State University,Athletics,A
1121,Boise State University,Party Scene,B+
1122,Boise State University,Professors,B
1123,Boise State University,Location,A-
1124,Boise State University,Dorms,B
1125,Boise State University,Campus Food,A-
1126,Boise State University,Student Life,A-
1127,Boise State University,Safety,B-
1128,Boston Architectural College,Academics,C+
1129,Boston Architectural College,Value,B
1130,Boston Architectural College,Diversity,A
1131,Boston Architectural College,Campus,NG
1132,Boston Architectural College,Athletics,NG
1133,Boston Architectural College,Party Scene,NG
1134,Boston Architectural College,Professors,C+
1135,Boston Architectural College,Location,A
1136,Boston Architectural College,Dorms,NG
1137,Boston Architectural College,Campus Food,NG
1138,Boston Architectural College,Student Life,A-
1139,Boston Architectural College,Safety,B-
1140,Boston College,Academics,A+
1141,Boston College,Value,A+
1142,Boston College,Diversity,A-
1143,Boston College,Campus,A-
1144,Boston College,Athletics,A+
1145,Boston College,Party Scene,A
1146,Boston College,Professors,A
1147,Boston College,Location,A
1148,Boston College,Dorms,C
1149,Boston College,Campus Food,B+
1150,Boston College,Student Life,A+
1151,Boston College,Safety,B+
1152,Boston University,Academics,A+
1153,Boston University,Value,A
1154,Boston University,Diversity,A+
1155,Boston University,Campus,B+
1156,Boston University,Athletics,A-
1157,Boston University,Party Scene,A
1158,Boston University,Professors,A+
1159,Boston University,Location,A+
1160,Boston University,Dorms,C+
1161,Boston University,Campus Food,A
1162,Boston University,Student Life,A+
1163,Boston University,Safety,B-
1164,Bowdoin College,Academics,A+
1165,Bowdoin College,Value,A+
1166,Bowdoin College,Diversity,A
1167,Bowdoin College,Campus,A+
1168,Bowdoin College,Athletics,B
1169,Bowdoin College,Party Scene,B
1170,Bowdoin College,Professors,A+
1171,Bowdoin College,Location,B+
1172,Bowdoin College,Dorms,A+
1173,Bowdoin College,Campus Food,A+
1174,Bowdoin College,Student Life,A+
1175,Bowdoin College,Safety,A-
1176,Boricua College,Academics,C-
1177,Boricua College,Value,C+
1178,Boricua College,Diversity,C
1179,Boricua College,Campus,C+
1180,Boricua College,Athletics,NG
1181,Boricua College,Party Scene,NG
1182,Boricua College,Professors,C
1183,Boricua College,Location,A
1184,Boricua College,Dorms,NG
1185,Boricua College,Campus Food,NG
1186,Boricua College,Student Life,A-
1187,Boricua College,Safety,A
1188,Bowie State University,Academics,B-
1189,Bowie State University,Value,B-
1190,Bowie State University,Diversity,B+
1191,Bowie State University,Campus,C
