row_index,school_name,usn_category,usn_rank
3011,Purdue University Fort Wayne,Environmental / Environmental Health,12
3012,Purdue University Fort Wayne,Industrial / Manufacturing,2
3013,Purdue University Fort Wayne,Materials,11
3014,Purdue University Fort Wayne,Mechanical,7
3015,Purdue University Fort Wayne,Cybersecurity,6
3016,Purdue University Fort Wayne,Co-ops/Internships,13
3017,Queens University of Charlotte,Regional Universities South,13
3018,Queens University of Charlotte,Best Colleges for Veterans,7
3019,Queens University of Charlotte,Best Undergraduate Teaching,8
3020,Queens University of Charlotte,Best Value Schools,25
3021,Queens University of Charlotte,Most Innovative Schools,16
3022,Queens University of Charlotte,Top Performers on Social Mobility,109
3023,Quincy University ,Regional Colleges Midwest,28
3024,Quincy University ,Best Value Schools,14
3025,Quincy University ,Top Performers on Social Mobility,20
3026,Purdue University Northwest,Top Performers on Social Mobility,77
3027,Purdue University Northwest,Best Undergraduate Engineering Programs,60
3028,Quinnipiac University,National Universities,153
3029,Quinnipiac University,Top Performers on Social Mobility,303
3030,Radford University,Regional Universities South,33
3031,Radford University,Best Colleges for Veterans,19
3032,Radford University,Best Undergraduate Teaching,15
3033,Radford University,Best Value Schools,43
3034,Radford University,Top Performers on Social Mobility,80
3035,Radford University,Top Public Schools,14
3036,Ramapo College of New Jersey,Regional Universities North,34
3037,Ramapo College of New Jersey,Best Colleges for Veterans,15
3038,Ramapo College of New Jersey,Best Undergraduate Teaching,28
3039,Ramapo College of New Jersey,Best Value Schools,63
3040,Ramapo College of New Jersey,Top Performers on Social Mobility,126
3041,Ramapo College of New Jersey,Top Public Schools,7
3042,Randolph College,National Liberal Arts Colleges,140
3043,Randolph College,Top Performers on Social Mobility,157
3044,Randolph-Macon College ,National Liberal Arts Colleges,102
3045,Randolph-Macon College ,Best Value Schools,67
3046,Randolph-Macon College ,Top Performers on Social Mobility,120
3047,Reed College,National Liberal Arts Colleges,63
3048,Reed College,Best Undergraduate Teaching,16
3049,Reed College,Most Innovative Schools,18
3050,Reed College,Top Performers on Social Mobility,199
3051,Regent University,Top Performers on Social Mobility,113
3052,Ranken Technical College,Top Performers on Social Mobility,62
3053,Regis University,National Universities,217
3054,Regis University,Top Performers on Social Mobility,76
3055,Rivier University,Top Performers on Social Mobility,90
3056,Roanoke College ,National Liberal Arts Colleges,130
3057,Roanoke College ,Top Performers on Social Mobility,167
3058,Robert Morris University,National Universities,196
3059,Robert Morris University,Top Performers on Social Mobility,209
3060,Robert Morris University,Best Undergraduate Engineering Programs,141
3061,Roberts Wesleyan College,Regional Universities North,83
3062,Roberts Wesleyan College,Best Colleges for Veterans,45
3063,Roberts Wesleyan College,Best Value Schools,30
3064,Roberts Wesleyan College,Top Performers on Social Mobility,31
3065,Ripon College,National Liberal Arts Colleges,120
3066,Ripon College,Top Performers on Social Mobility,51
3067,Rochester Institute of Technology,National Universities,112
3068,Rochester Institute of Technology,Best Colleges for Veterans,76
3069,Rochester Institute of Technology,Best Value Schools,33
3070,Rochester Institute of Technology,Most Innovative Schools,50
3071,Rochester Institute of Technology,Top Performers on Social Mobility,103
3072,Rochester Institute of Technology,Best Undergraduate Engineering Programs,59
3073,Rochester Institute of Technology,Co-ops/Internships,11
3074,Rochester Institute of Technology,Undergraduate Research/Creative Projects,44
3075,Rockford University,Top Performers on Social Mobility,134
3076,Rochester University,Regional Colleges Midwest,54
3077,Rochester University,Top Performers on Social Mobility,50
3078,Rockhurst University,Regional Universities Midwest,13
3079,Rockhurst University,Best Colleges for Veterans,8
3080,Rockhurst University,Best Undergraduate Teaching,11
3081,Rockhurst University,Best Value Schools,20
3082,Rockhurst University,Top Performers on Social Mobility,129
3083,Rensselaer Polytechnic Institute ,National Universities,53
3084,Rensselaer Polytechnic Institute ,Best Colleges for Veterans,27
3085,Rensselaer Polytechnic Institute ,Best Value Schools,40
3086,Rensselaer Polytechnic Institute ,Most Innovative Schools,68
3087,Rensselaer Polytechnic Institute ,Top Performers on Social Mobility,265
3088,Rensselaer Polytechnic Institute ,Best Undergraduate Engineering Programs Chemical Civil Mechanical,32
3089,Reinhardt University,Regional Universities South,89
3090,Reinhardt University,Top Performers on Social Mobility,26
3091,Rhode Island College,Regional Universities North,113
3092,Rhode Island College,Top Performers on Social Mobility,48
3093,Rhode Island College,Top Public Schools,38
3094,Rhodes College,National Liberal Arts Colleges,54
3095,Rhodes College,Best Value Schools,78
3096,Rhodes College,Top Performers on Social Mobility,208
3097,Rider University,Regional Universities North,38
3098,Rider University,Best Value Schools,27
3099,Rider University,Top Performers on Social Mobility,108
3100,Rollins College ,Regional Universities South,1
3101,Rollins College ,Best Undergraduate Teaching,1
3102,Rollins College ,Best Value Schools,14
3103,Rollins College ,Most Innovative Schools,5
3104,Rollins College ,Top Performers on Social Mobility,88
3105,Rollins College ,First-Year Experiences,68
3106,Rocky Mountain College ,Regional Universities West,57
3107,Rocky Mountain College ,Best Colleges for Veterans,33
3108,Rocky Mountain College ,Best Value Schools,12
3109,Rocky Mountain College ,Top Performers on Social Mobility,93
3110,Rogers State University,Top Performers on Social Mobility,21
3111,Roger Williams University,Regional Universities North,31
3112,Roger Williams University,Best Value Schools,52
3113,Roger Williams University,Top Performers on Social Mobility,172
3114,Roger Williams University,Best Undergraduate Engineering Programs,123
3115,Roosevelt University,Top Performers on Social Mobility,106
3116,Rice University,National Universities,16
3117,Rice University,Best Undergraduate Teaching,6
3118,Rice University,Best Value Schools,8
3119,Rice University,Most Innovative Schools,18
3120,Rice University,Top Performers on Social Mobility,224
3121,Rice University,Best Undergraduate Engineering Programs #8 Biomedical Chemical Civil Computer Electrical / Electronic / Communications Environmental / Environmental Health Mechanical,19
3122,Rice University,Biomedical,8
3123,Rice University,Programming Languages,12
3124,Rice University,First-Year Experiences,51
3125,Rice University,Learning Communities,18
3126,Rice University,Undergraduate Research/Creative Projects,22
3127,Rose-Hulman Institute of Technology,Best Undergraduate Engineering Programs #2 Biomedical #1 Chemical #1 Civil #1 Computer #1 Electrical / Electronic / Communications #1 Mechanical,1
3128,Rose-Hulman Institute of Technology,Biomedical,2
3129,Rose-Hulman Institute of Technology,Chemical,1
3130,Rose-Hulman Institute of Technology,Civil,1
3131,Rose-Hulman Institute of Technology,Computer,1
3132,Rose-Hulman Institute of Technology,Electrical / Electronic / Communications,1
3133,Rose-Hulman Institute of Technology,Mechanical,1
3134,Rosemont College,Top Performers on Social Mobility,15
3135,Rowan University,National Universities,187
3136,Rowan University,Best Value Schools,128
3137,Rowan University,Top Performers on Social Mobility,191
3138,Rowan University,Top Public Schools,95
3139,Rowan University,Best Undergraduate Engineering Programs Electrical / Electronic / Communications Mechanical,17
3140,Russell Sage College,National Universities,206
3141,Russell Sage College,Top Performers on Social Mobility,8
3142,Saint Joseph's University ,Regional Universities North,8
3143,Saint Joseph's University ,Best Colleges for Veterans,3
3144,Saint Joseph's University ,Best Undergraduate Teaching,11
3145,Saint Joseph's University ,Best Value Schools,24
3146,Saint Joseph's University ,Top Performers on Social Mobility,174
3147,Saint Joseph's University ,Analytics,12
3148,Saint Joseph's University ,Insurance,8
3149,Saint Leo University,Regional Universities South,26
3150,Saint Leo University,Best Colleges for Veterans,14
3151,Saint Leo University,Best Value Schools,4
3152,Saint Leo University,Top Performers on Social Mobility,14
3153,Saint Louis University,National Universities,103
3154,Saint Louis University,Best Colleges for Veterans,68
3155,Saint Louis University,Best Value Schools,48
3156,Saint Louis University,Top Performers on Social Mobility,340
3157,Saint Louis University,Best Undergraduate Engineering Programs,145
3158,Saint Martin's University,Regional Universities West,33
3159,Saint Martin's University,Best Colleges for Veterans,20
3160,Saint Martin's University,Best Value Schools,10
3161,Saint Martin's University,Top Performers on Social Mobility,48
3162,Saint Martin's University,Best Undergraduate Engineering Programs,157
3163,Saint Mary's College,National Liberal Arts Colleges,96
3164,Saint Mary's College,Best Value Schools,47
3165,Saint Mary's College,Top Performers on Social Mobility,81
3166,Saint Michael's College,National Liberal Arts Colleges,120
3167,Saint Michael's College,Top Performers on Social Mobility,164
3168,Saint Peter's University,Regional Universities North,75
3169,Saint Peter's University,Best Value Schools,11
3170,Saint Peter's University,Top Performers on Social Mobility,20
3171,Saint Xavier University ,Regional Universities Midwest,60
